1649365200000,43567.35000000,43596.30000000,43208.00000000,43307.16000000,611.03474000,1649366999999,26512384.33417370,17613,242.72555000,10527847.32380560,0
1649367000000,43307.16000000,43564.15000000,43307.16000000,43520.07000000,343.27505000,1649368799999,14918453.13126820,15373,166.18641000,7220729.08077410,0
1649368800000,43520.07000000,43583.46000000,43466.64000000,43525.68000000,371.33699000,1649370599999,16165223.91451150,13073,178.81059000,7783504.19706350,0
1649370600000,43525.68000000,43635.24000000,43499.92000000,43629.73000000,429.27577000,1649372399999,18702701.25686630,13652,194.10657000,8457163.74098940,0
1649372400000,43629.72000000,43750.00000000,43580.65000000,43609.97000000,595.51092000,1649374199999,25996630.90809660,18862,341.50913000,14908639.69355800,0
1649374200000,43609.98000000,43653.26000000,43425.22000000,43444.19000000,488.73619000,1649375999999,21279026.27879710,15812,226.50041000,9862788.92294330,0
1649376000000,43444.20000000,43527.36000000,43325.99000000,43386.96000000,557.66617000,1649377799999,24223569.53161750,19114,265.47939000,11532674.00405100,0
1649377800000,43386.96000000,43453.27000000,43305.57000000,43327.46000000,446.62705000,1649379599999,19373057.84025480,12881,212.98798000,9239135.22539980,0
1649379600000,43327.47000000,43600.00000000,43310.00000000,43546.87000000,630.90400000,1649381399999,27432606.50008280,16041,365.37664000,15886621.81393390,0
1649381400000,43546.87000000,43647.92000000,43515.22000000,43607.61000000,390.20337000,1649383199999,17012714.42325810,12477,186.35131000,8123752.87542240,0
1649383200000,43607.61000000,43664.73000000,43566.38000000,43603.87000000,343.86047000,1649384999999,14995893.90933220,12441,158.17381000,6898445.30830650,0
1649385000000,43603.86000000,43694.15000000,43575.72000000,43615.63000000,428.61856000,1649386799999,18705684.07454330,13060,202.79974000,8850728.10249830,0
1649386800000,43615.63000000,43691.83000000,43600.00000000,43647.80000000,302.07935000,1649388599999,13187225.54552700,12063,137.64292000,6008367.03303580,0
1649388600000,43647.80000000,43647.81000000,43550.00000000,43605.96000000,245.37830000,1649390399999,10696297.36199440,11166,98.70441000,4302367.10906630,0
1649390400000,43605.95000000,43659.83000000,43565.54000000,43588.03000000,213.99501000,1649392199999,9333480.18059890,11294,100.95195000,4403255.76705990,0
1649392200000,43588.03000000,43618.14000000,43491.46000000,43543.02000000,295.98361000,1649393999999,12887260.29977420,11206,130.53392000,5683514.95419050,0
1649394000000,43543.03000000,43600.00000000,43476.97000000,43598.87000000,279.97060000,1649395799999,12192256.01292210,10454,119.44122000,5202033.10760180,0
1649395800000,43598.87000000,43678.20000000,43569.78000000,43654.30000000,379.17306000,1649397599999,16547343.96415110,12018,170.38143000,7434998.33347780,0
1649397600000,43654.30000000,43672.53000000,43520.00000000,43553.78000000,667.59358000,1649399399999,29105861.41517050,14823,257.16341000,11210713.34784570,0
1649399400000,43553.78000000,43616.96000000,43484.28000000,43573.45000000,519.84526000,1649401199999,22634587.41144000,14598,239.85381000,10443992.03418220,0
1649401200000,43573.45000000,43639.99000000,43431.03000000,43431.08000000,463.09114000,1649402999999,20177575.44608100,14845,188.98690000,8234650.77668450,0
1649403000000,43431.07000000,43780.32000000,43416.74000000,43763.52000000,1093.31176000,1649404799999,47615035.60309640,21377,621.45887000,27063810.77336120,0
1649404800000,43763.53000000,43890.00000000,43678.57000000,43799.98000000,1294.92452000,1649406599999,56744754.96116210,27651,674.22560000,29545675.56637130,0
1649406600000,43799.99000000,43970.62000000,43650.00000000,43700.33000000,1039.96697000,1649408399999,45545861.90201380,24108,461.26770000,20210403.57250390,0
1649408400000,43700.33000000,43772.45000000,43669.80000000,43746.39000000,489.60003000,1649410199999,21404612.45937800,16169,235.30585000,10286191.57271300,0
1649410200000,43746.40000000,43749.44000000,43499.83000000,43588.73000000,743.72913000,1649411999999,32421418.13234540,18936,377.59941000,16458672.89777980,0
1649412000000,43588.72000000,43621.85000000,43500.10000000,43536.13000000,501.08487000,1649413799999,21816402.72384220,15924,255.59048000,11127576.40110630,0
1649413800000,43536.12000000,43612.17000000,43536.12000000,43558.51000000,386.87314000,1649415599999,16858510.39641680,13271,208.13612000,9069957.80794860,0
1649415600000,43558.51000000,43561.37000000,43344.41000000,43380.00000000,1030.71726000,1649417399999,44768628.42150280,26329,479.25918000,20815391.55406360,0
1649417400000,43380.00000000,43418.72000000,43260.76000000,43298.79000000,849.45629000,1649419199999,36809928.16758870,24129,467.19761000,20245117.14763170,0
1649419200000,43298.79000000,43417.96000000,43268.02000000,43377.35000000,465.04993000,1649420999999,20157555.71807180,17027,231.99385000,10056336.26700380,0
1649421000000,43377.35000000,43408.82000000,43079.05000000,43151.75000000,1248.39912000,1649422799999,53976250.22389720,27877,532.47871000,23021887.07894030,0
1649422800000,43151.75000000,43193.90000000,42866.00000000,42890.71000000,1769.68799000,1649424599999,76116806.17972090,44303,813.61227000,34993993.96400520,0
1649424600000,42890.70000000,42998.30000000,42751.01000000,42906.67000000,1866.51028000,1649426399999,80053370.82591850,39583,938.77580000,40263638.93449520,0
1649426400000,42906.66000000,43574.00000000,42888.80000000,43550.12000000,1827.27063000,1649428199999,79118210.13286290,41322,1069.63804000,46305903.65195210,0
1649428200000,43550.12000000,43846.15000000,43300.12000000,43750.14000000,2120.92558000,1649429999999,92449790.87771820,44404,1195.06491000,52092726.99913180,0
1649430000000,43750.15000000,43961.99000000,43732.84000000,43850.00000000,1348.50319000,1649431799999,59135284.56873880,30991,723.34312000,31719018.42206880,0
1649431800000,43850.00000000,43931.61000000,43587.23000000,43648.01000000,1058.86870000,1649433599999,46313097.16152870,26448,455.08022000,19906016.28749430,0
1649433600000,43648.01000000,43714.97000000,43559.39000000,43655.61000000,729.57493000,1649435399999,31844879.85094780,21745,354.08964000,15455651.35823530,0
1649435400000,43655.60000000,43655.61000000,43395.90000000,43433.71000000,760.84098000,1649437199999,33110665.22046710,21991,300.89639000,13093884.32152610,0
1649437200000,43433.71000000,43457.18000000,42851.74000000,42860.78000000,1729.39174000,1649438999999,74500723.19910830,43721,710.93208000,30632930.74321350,0
1649439000000,42860.79000000,43044.40000000,42801.26000000,43004.38000000,1311.18780000,1649440799999,56279901.34062740,28497,686.90275000,29483119.88700410,0
1649440800000,43004.37000000,43024.47000000,42414.00000000,42693.48000000,2943.17445000,1649442599999,125603191.69778820,62345,1311.32546000,55961300.30014780,0
1649442600000,42693.47000000,43320.76000000,42633.33000000,42957.57000000,2052.13060000,1649444399999,88058742.93036870,39966,1094.95724000,46980039.62521410,0
1649444400000,42957.56000000,43192.67000000,42907.41000000,43077.29000000,786.00799000,1649446199999,33855740.29884460,21510,436.65899000,18806017.52099120,0
1649446200000,43077.29000000,43124.83000000,42657.50000000,42730.84000000,1173.30506000,1649447999999,50221766.55377600,29511,522.38458000,22353060.95279550,0
1649448000000,42730.84000000,42870.70000000,42532.96000000,42654.05000000,778.11876000,1649449799999,33224332.52050380,21907,374.48089000,15985767.68036020,0
1649449800000,42654.05000000,42843.09000000,42611.02000000,42798.74000000,491.37325000,1649451599999,21014158.48246310,16862,226.57822000,9688713.65239830,0
1649451600000,42798.75000000,42862.06000000,42730.00000000,42767.56000000,433.16574000,1649453399999,18534223.07174360,14774,197.89167000,8466530.28253530,0
1649453400000,42767.56000000,42768.55000000,42450.88000000,42563.36000000,564.45114000,1649455199999,24053687.59176600,22630,268.71363000,11451503.40178380,0
1649455200000,42563.36000000,42660.03000000,42241.00000000,42279.41000000,1252.78655000,1649456999999,53134803.87812170,36177,540.81808000,22935016.41188440,0
1649457000000,42279.41000000,42463.09000000,42251.49000000,42300.99000000,551.04653000,1649458799999,23350064.81678740,20316,283.41876000,12010084.40406580,0
1649458800000,42300.98000000,42370.06000000,42107.14000000,42155.24000000,998.75099000,1649460599999,42155961.90288140,29977,417.48719000,17622367.76624280,0
